Model,Ensembl_transcript_id,Ensembl_gene_id,Gene_biotype,External_gene_id,Description,Model posterior probability,log(FC),Second model,Second posterior probability,
CLP,ENST00000237654,ENSG00000118816,protein_coding,CCNI-001,cyclin I [Source:HGNC Symbol;Acc:1595],0.822066968,0.754388,ZERO,0.105016891,
CLP,ENST00000397039,ENSG00000074370,protein_coding,ATP2A3-202,"ATPase, Ca++ transporting, ubiquitous [Source:HGNC Symbol;Acc:813]",0.774595617,4.3971,ZERO,0.100191999,
CLP,ENST00000355528,ENSG00000141556,protein_coding,TBCD-001,tubulin folding cofactor D [Source:HGNC Symbol;Acc:11581],0.848146236,1.22491,ZERO,0.110278296,
CLP,ENST00000263955,ENSG00000081320,protein_coding,STK17B-001,serine/threonine kinase 17b [Source:HGNC Symbol;Acc:11396],0.834826657,1.15516,ZERO,0.109739303,
CLP,ENST00000576760,ENSG00000141556,protein_coding,TBCD-014,tubulin folding cofactor D [Source:HGNC Symbol;Acc:11581],0.792472828,2.16954,ZERO,0.10640647,
CLP,ENST00000582084,ENSG00000141298,protein_coding,SSH2-008,slingshot homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:30580],0.809098491,0.890802,ZERO,0.109826659,
CLP,ENST00000521492,ENSG00000070501,protein_coding,POLB-012,"polymerase (DNA directed), beta [Source:HGNC Symbol;Acc:9174]",0.728682751,2.5906,ZERO,0.110380346,
CLP,ENST00000474024,ENSG00000125868,processed_transcript,DSTN-002,destrin (actin depolymerizing factor) [Source:HGNC Symbol;Acc:15750],0.832016613,0.842323,ZERO,0.128001325,
CLP,ENST00000494401,ENSG00000089006,processed_transcript,SNX5-009,sorting nexin 5 [Source:HGNC Symbol;Acc:14969],0.786950818,1.6311,ZERO,0.121287441,
CLP,ENST00000372571,ENSG00000198815,protein_coding,FOXJ3-004,forkhead box J3 [Source:HGNC Symbol;Acc:29178],0.791155318,1.80982,ZERO,0.123967646,
CLP,ENST00000529256,ENSG00000132744,protein_coding,ACY3-002,aspartoacylase (aminocyclase) 3 [Source:HGNC Symbol;Acc:24104],0.730472771,2.51422,ZERO,0.114875658,
CLP,ENST00000338745,ENSG00000182568,protein_coding,SATB1-001,SATB homeobox 1 [Source:HGNC Symbol;Acc:10541],0.794705409,1.09369,ZERO,0.126490561,
CLP,ENST00000535503,ENSG00000110200,protein_coding,ANAPC15-004,anaphase promoting complex subunit 15 [Source:HGNC Symbol;Acc:24531],0.795088399,0.992902,ZERO,0.13099384,
CLP,ENST00000396175,ENSG00000182606,protein_coding,TRAK1-001,"trafficking protein, kinesin binding 1 [Source:HGNC Symbol;Acc:29947]",0.796462689,1.17021,ZERO,0.131716938,
CLP,ENST00000338556,ENSG00000135899,protein_coding,SP110-201,SP110 nuclear body protein [Source:HGNC Symbol;Acc:5401],0.775650867,1.92179,ZERO,0.129982738,
CLP,ENST00000499044,ENSG00000132463,protein_coding,GRSF1-004,G-rich RNA sequence binding factor 1 [Source:HGNC Symbol;Acc:4610],0.798299583,1.14203,ZERO,0.137534116,
CLP,ENST00000558190,ENSG00000259634,sense_overlapping,RP11-529H20.5-001,,0.77422566,0.9948,ZERO,0.136242272,
CLP,ENST00000466259,ENSG00000144161,retained_intron,ZC3H8-006,zinc finger CCCH-type containing 8 [Source:HGNC Symbol;Acc:30941],0.76416371,1.78978,ZERO,0.134688515,
CLP,ENST00000368494,ENSG00000153989,protein_coding,NUS1-001,nuclear undecaprenyl pyrophosphate synthase 1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:21042],0.819866911,0.775788,ZERO,0.144886089,
CLP,ENST00000448464,ENSG00000164938,protein_coding,TP53INP1-002,tumor protein p53 inducible nuclear protein 1 [Source:HGNC Symbol;Acc:18022],0.756913137,1.36053,ZERO,0.133962778,
CLP,ENST00000316495,ENSG00000178381,protein_coding,ZFAND2A-001,"zinc finger, AN1-type domain 2A [Source:HGNC Symbol;Acc:28073]",0.808790588,0.915627,ZERO,0.14664423,
CLP,ENST00000510678,ENSG00000169045,nonsense_mediated_decay,HNRNPH1-007,heterogeneous nuclear ribonucleoprotein H1 (H) [Source:HGNC Symbol;Acc:5041],0.758739159,1.72869,ZERO,0.137831971,
CLP,ENST00000282391,ENSG00000152520,protein_coding,PAN3-201,PAN3 poly(A) specific ribonuclease subunit homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:29991],0.776672755,1.22119,ZERO,0.14826491,
CLP,ENST00000579361,ENSG00000133030,protein_coding,MPRIP-022,myosin phosphatase Rho interacting protein [Source:HGNC Symbol;Acc:30321],0.784186845,1.3186,ZERO,0.150180254,
CLP,ENST00000558823,ENSG00000128829,protein_coding,EIF2AK4-009,eukaryotic translation initiation factor 2 alpha kinase 4 [Source:HGNC Symbol;Acc:19687],0.77923821,1.13646,ZERO,0.149424625,
CLP,ENST00000226951,ENSG00000109684,protein_coding,CLNK-001,cytokine-dependent hematopoietic cell linker [Source:HGNC Symbol;Acc:17438],0.69794349,2.42183,ZERO,0.137636327,
CLP,ENST00000470212,ENSG00000134744,retained_intron,ZCCHC11-008,"zinc finger, CCHC domain containing 11 [Source:HGNC Symbol;Acc:28981]",0.741412841,1.41311,ZERO,0.147459376,
CLP,ENST00000531742,ENSG00000254873,processed_transcript,RP11-770J1.5-002,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:E9PJD6],0.756924873,1.2712,ZERO,0.156475514,
CLP,ENST00000469560,ENSG00000105819,retained_intron,PMPCB-008,peptidase (mitochondrial processing) beta [Source:HGNC Symbol;Acc:9119],0.722920982,2.06549,ZERO,0.149994109,
CLP,ENST00000399489,ENSG00000189403,protein_coding,HMGB1-009,high mobility group box 1 [Source:HGNC Symbol;Acc:4983],0.67412883,1.62102,EB,0.14161632,
CLP,ENST00000399213,ENSG00000241973,protein_coding,PI4KA-006,"phosphatidylinositol 4-kinase, catalytic, alpha [Source:HGNC Symbol;Acc:8983]",0.754378288,0.804313,ZERO,0.160485958,
CLP,ENST00000557320,ENSG00000090060,protein_coding,PAPOLA-002,poly(A) polymerase alpha [Source:HGNC Symbol;Acc:14981],0.726141983,1.24096,ZERO,0.154911942,
CLP,ENST00000479532,ENSG00000115524,retained_intron,SF3B1-007,"splicing factor 3b, subunit 1, 155kDa [Source:HGNC Symbol;Acc:10768]",0.670784045,2.91004,ZERO,0.143873292,
CLP,ENST00000449264,ENSG00000232810,protein_coding,TNF-001,tumor necrosis factor [Source:HGNC Symbol;Acc:11892],0.666356286,4.12826,ZERO,0.147776643,
CLP,ENST00000428311,ENSG00000196826,protein_coding,ZNF709.1-001,,0.733743059,1.04918,ZERO,0.163736704,
CLP,ENST00000405805,ENSG00000189403,protein_coding,HMGB1-012,high mobility group box 1 [Source:HGNC Symbol;Acc:4983],0.75607138,1.05385,ZERO,0.171413176,
CLP,ENST00000371953,ENSG00000171862,protein_coding,PTEN-001,phosphatase and tensin homolog [Source:HGNC Symbol;Acc:9588],0.660635581,1.06302,ZERO,0.151176488,
CLP,ENST00000378940,ENSG00000165609,protein_coding,NUDT5-006,nudix (nucleoside diphosphate linked moiety X)-type motif 5 [Source:HGNC Symbol;Acc:8052],0.682632078,1.73497,ZERO,0.159867933,
CLP,ENST00000531018,ENSG00000162298,protein_coding,SYVN1-007,"synovial apoptosis inhibitor 1, synoviolin [Source:HGNC Symbol;Acc:20738]",0.727521042,1.18706,ZERO,0.170748524,
CLP,ENST00000544253,ENSG00000168876,protein_coding,ANKRD49-002,ankyrin repeat domain 49 [Source:HGNC Symbol;Acc:25970],0.714989426,1.57011,ZERO,0.167807365,
CLP,ENST00000554360,ENSG00000257621,processed_transcript,RP11-349A22.5-002,,0.720936795,1.46277,ZERO,0.170409052,
CLP,ENST00000295770,ENSG00000163527,protein_coding,STT3B-001,"STT3, subunit of the oligosaccharyltransferase complex, homolog B (S. cerevisiae) [Source:HGNC Symbol;Acc:30611]",0.721684595,0.857208,ZERO,0.171768831,
CLP,ENST00000477386,ENSG00000046647,processed_transcript,GEMIN8-004,gem (nuclear organelle) associated protein 8 [Source:HGNC Symbol;Acc:26044],0.724088489,0.765658,ZERO,0.174241409,
CLP,ENST00000395686,ENSG00000197930,protein_coding,ERO1L-001,ERO1-like (S. cerevisiae) [Source:HGNC Symbol;Acc:13280],0.741894242,0.974169,ZERO,0.182762395,
CLP,ENST00000489495,ENSG00000162613,processed_transcript,FUBP1-011,far upstream element (FUSE) binding protein 1 [Source:HGNC Symbol;Acc:4004],0.719485191,1.07384,ZERO,0.177390054,
CLP,ENST00000403807,ENSG00000169575,protein_coding,VPREB1-001,pre-B lymphocyte 1 [Source:HGNC Symbol;Acc:12709],0.630663962,2.79942,ZERO,0.155643116,
CLP,ENST00000520303,ENSG00000133872,nonsense_mediated_decay,TMEM66-003,transmembrane protein 66 [Source:HGNC Symbol;Acc:28789],0.726240438,1.13242,ZERO,0.179827027,
CLP,ENST00000576603,ENSG00000141556,processed_transcript,TBCD-025,tubulin folding cofactor D [Source:HGNC Symbol;Acc:11581],0.69642255,1.43047,ZERO,0.173924647,
CLP,ENST00000478612,ENSG00000163466,processed_transcript,ARPC2-005,"actin related protein 2/3 complex, subunit 2, 34kDa [Source:HGNC Symbol;Acc:705]",0.64334548,1.76376,ZERO,0.168783432,
CLP,ENST00000312051,ENSG00000105176,protein_coding,URI1-201,"URI1, prefoldin-like chaperone [Source:HGNC Symbol;Acc:13236]",0.704240987,0.984268,ZERO,0.186376168,
CLP,ENST00000419215,ENSG00000197343,processed_transcript,ZNF655-011,zinc finger protein 655 [Source:HGNC Symbol;Acc:30899],0.722237427,0.933071,ZERO,0.191186329,
CLP,ENST00000242152,ENSG00000122585,protein_coding,NPY-001,neuropeptide Y [Source:HGNC Symbol;Acc:7955],0.660838096,7.53311,ZERO,0.175702242,
CLP,ENST00000460013,ENSG00000005022,processed_transcript,SLC25A5-003,"solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 5 [Source:HGNC Symbol;Acc:10991]",0.650916726,4.10012,ZERO,0.173481222,
CLP,ENST00000473267,ENSG00000116580,retained_intron,GON4L-020,gon-4-like (C. elegans) [Source:HGNC Symbol;Acc:25973],0.707518744,1.12891,ZERO,0.189767891,
CLP,ENST00000265138,ENSG00000113369,protein_coding,ARRDC3-001,arrestin domain containing 3 [Source:HGNC Symbol;Acc:29263],0.733348708,1.07811,ZERO,0.198792687,
CLP,ENST00000081029,ENSG00000061794,protein_coding,MRPS35-001,mitochondrial ribosomal protein S35 [Source:HGNC Symbol;Acc:16635],0.719626715,0.91021,ZERO,0.20311297,
CLP,ENST00000361624,ENSG00000198804,protein_coding,MT-CO1-201,mitochondrially encoded cytochrome c oxidase I [Source:HGNC Symbol;Acc:7419],0.744461695,0.713872,ZERO,0.213415234,
CLP,ENST00000341811,ENSG00000171101,processed_transcript,SIGLEC17P-003,"sialic acid binding Ig-like lectin 17, pseudogene [Source:HGNC Symbol;Acc:15604]",0.627961911,3.18456,ZERO,0.187009611,
CLP,ENST00000471938,ENSG00000162654,processed_transcript,GBP4-003,guanylate binding protein 4 [Source:HGNC Symbol;Acc:20480],0.651536846,2.01856,ZERO,0.194140896,
CLP,ENST00000219069,ENSG00000006194,protein_coding,ZNF263-001,zinc finger protein 263 [Source:HGNC Symbol;Acc:13056],0.612232114,1.15314,ZERO,0.182431155,
CLP,ENST00000534570,ENSG00000131269,processed_transcript,ABCB7-009,"ATP-binding cassette, sub-family B (MDR/TAP), member 7 [Source:HGNC Symbol;Acc:48]",0.643712768,1.69813,ZERO,0.197015224,
CLP,ENST00000524606,ENSG00000129084,processed_transcript,PSMA1-021,"proteasome (prosome, macropain) subunit, alpha type, 1 [Source:HGNC Symbol;Acc:9530]",0.692657836,0.818495,ZERO,0.212281262,
CLP,ENST00000395366,ENSG00000213639,protein_coding,PPP1CB-001,"protein phosphatase 1, catalytic subunit, beta isozyme [Source:HGNC Symbol;Acc:9282]",0.639278069,1.43577,ZERO,0.198806767,
CLP,ENST00000531120,ENSG00000149100,protein_coding,EIF3M-001,"eukaryotic translation initiation factor 3, subunit M [Source:HGNC Symbol;Acc:24460]",0.656179774,1.59045,ZERO,0.207932306,
CLP,ENST00000565464,ENSG00000140740,nonsense_mediated_decay,UQCRC2-006,ubiquinol-cytochrome c reductase core protein II [Source:HGNC Symbol;Acc:12586],0.607454334,1.68057,ZERO,0.194024501,
CLP,ENST00000512994,ENSG00000131127,protein_coding,ZNF141-002,zinc finger protein 141 [Source:HGNC Symbol;Acc:12926],0.686461686,1.30203,ZERO,0.219760918,
CLP,ENST00000506453,ENSG00000132463,nonsense_mediated_decay,GRSF1-017,G-rich RNA sequence binding factor 1 [Source:HGNC Symbol;Acc:4610],0.646258755,1.78395,ZERO,0.207071995,
CLP,ENST00000366610,ENSG00000168264,protein_coding,IRF2BP2-001,interferon regulatory factor 2 binding protein 2 [Source:HGNC Symbol;Acc:21729],0.580825385,1.00792,ZERO,0.191804698,
CLP,ENST00000460933,ENSG00000163785,protein_coding,RYK-001,receptor-like tyrosine kinase [Source:HGNC Symbol;Acc:10481],0.642751803,1.35385,ZERO,0.213087499,
CLP,ENST00000571618,ENSG00000141556,processed_transcript,TBCD-019,tubulin folding cofactor D [Source:HGNC Symbol;Acc:11581],0.608628586,3.76735,ZERO,0.203370216,
CLP,ENST00000515484,ENSG00000062194,retained_intron,GPBP1-009,GC-rich promoter binding protein 1 [Source:HGNC Symbol;Acc:29520],0.646677929,1.21165,ZERO,0.218218852,
CLP,ENST00000313708,ENSG00000164330,protein_coding,EBF1-001,early B-cell factor 1 [Source:HGNC Symbol;Acc:3126],0.577965377,2.05694,ZERO,0.199787541,
CLP,ENST00000372697,ENSG00000117010,protein_coding,ZNF684-003,zinc finger protein 684 [Source:HGNC Symbol;Acc:28418],0.609444009,1.81302,ZERO,0.211159756,
CLP,ENST00000403263,ENSG00000114933,protein_coding,INO80D-001,INO80 complex subunit D [Source:HGNC Symbol;Acc:25997],0.677229272,0.916045,ZERO,0.235676871,
CLP,ENST00000458064,ENSG00000070081,protein_coding,NUCB2-201,nucleobindin 2 [Source:HGNC Symbol;Acc:8044],0.621926378,1.19421,ZERO,0.219236153,
CLP,ENST00000488427,ENSG00000150093,protein_coding,ITGB1-005,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12) [Source:HGNC Symbol;Acc:6153]",0.609822191,1.30492,ZERO,0.216462972,
CLP,ENST00000266604,ENSG00000139233,protein_coding,LLPH-001,"LLP homolog, long-term synaptic facilitation (Aplysia) [Source:HGNC Symbol;Acc:28229]",0.649485207,0.848556,ZERO,0.233518573,
CLP,ENST00000305812,ENSG00000171101,unprocessed_pseudogene,SIGLEC17P-201,"sialic acid binding Ig-like lectin 17, pseudogene [Source:HGNC Symbol;Acc:15604]",0.59836223,1.85005,ZERO,0.216302217,
CLP,ENST00000261461,ENSG00000066027,protein_coding,PPP2R5A-001,"protein phosphatase 2, regulatory subunit B', alpha [Source:HGNC Symbol;Acc:9309]",0.638170324,1.12262,ZERO,0.235297273,
CLP,ENST00000517608,ENSG00000104343,protein_coding,UBE2W-001,ubiquitin-conjugating enzyme E2W (putative) [Source:HGNC Symbol;Acc:25616],0.544905591,1.24699,ZERO,0.205791715,
CLP,ENST00000262096,ENSG00000104219,protein_coding,ZDHHC2-001,"zinc finger, DHHC-type containing 2 [Source:HGNC Symbol;Acc:18469]",0.645016324,0.954791,ZERO,0.243772645,
CLP,ENST00000289382,ENSG00000158435,protein_coding,C2orf29-001,chromosome 2 open reading frame 29 [Source:HGNC Symbol;Acc:25217],0.663331047,0.911809,ZERO,0.250905361,
CLP,ENST00000520364,ENSG00000080546,retained_intron,SESN1-007,sestrin 1 [Source:HGNC Symbol;Acc:21595],0.583495725,1.82037,ZERO,0.231015367,
CLP,ENST00000261182,ENSG00000187109,protein_coding,NAP1L1-001,nucleosome assembly protein 1-like 1 [Source:HGNC Symbol;Acc:7637],0.633557611,0.822367,ZERO,0.251592708,
CLP,ENST00000547479,ENSG00000187109,protein_coding,NAP1L1-018,nucleosome assembly protein 1-like 1 [Source:HGNC Symbol;Acc:7637],0.530748029,2.38362,ZERO,0.211734938,
CLP,ENST00000491685,ENSG00000176142,protein_coding,TMEM39A-006,transmembrane protein 39A [Source:HGNC Symbol;Acc:25600],0.566145526,2.17832,ZERO,0.230069146,
CLP,ENST00000376327,ENSG00000102007,protein_coding,PLP2-001,proteolipid protein 2 (colonic epithelium-enriched) [Source:HGNC Symbol;Acc:9087],0.64777664,0.899329,ZERO,0.26355418,
CLP,ENST00000258955,ENSG00000136444,protein_coding,RSAD1-001,radical S-adenosyl methionine domain containing 1 [Source:HGNC Symbol;Acc:25634],0.594954915,1.15646,ZERO,0.254170057,
CLP,ENST00000498757,ENSG00000065548,retained_intron,ZC3H15-008,zinc finger CCCH-type containing 15 [Source:HGNC Symbol;Acc:29528],0.53525128,1.96265,ZERO,0.228750861,
CLP,ENST00000530457,ENSG00000129084,protein_coding,PSMA1-004,"proteasome (prosome, macropain) subunit, alpha type, 1 [Source:HGNC Symbol;Acc:9530]",0.622176943,0.897986,ZERO,0.268950631,
CLP,ENST00000539760,ENSG00000165819,nonsense_mediated_decay,METTL3-010,methyltransferase like 3 [Source:HGNC Symbol;Acc:17563],0.534918253,1.49417,ZERO,0.233526296,
CLP,ENST00000292205,ENSG00000160710,protein_coding,ADAR-201,"adenosine deaminase, RNA-specific [Source:HGNC Symbol;Acc:225]",0.574577193,1.09535,ZERO,0.253525357,
CLP,ENST00000342983,ENSG00000123728,protein_coding,RAP2C-001,"RAP2C, member of RAS oncogene family [Source:HGNC Symbol;Acc:21165]",0.569525261,1.36118,ZERO,0.252768462,
CLP,ENST00000568559,ENSG00000166822,nonsense_mediated_decay,TMEM170A-004,transmembrane protein 170A [Source:HGNC Symbol;Acc:29577],0.611662908,0.983187,ZERO,0.272149546,
CLP,ENST00000493958,ENSG00000087460,processed_transcript,GNAS-043,GNAS complex locus [Source:HGNC Symbol;Acc:4392],0.54019057,1.92454,ZERO,0.240831275,
CLP,ENST00000382870,ENSG00000121741,protein_coding,ZMYM2-001,"zinc finger, MYM-type 2 [Source:HGNC Symbol;Acc:12989]",0.535400004,1.80064,ZERO,0.239709431,
CLP,ENST00000565424,ENSG00000102893,retained_intron,PHKB-013,"phosphorylase kinase, beta [Source:HGNC Symbol;Acc:8927]",0.576914487,1.95017,GMP,0.263509005,
CLP,ENST00000460021,ENSG00000161057,retained_intron,PSMC2-004,"proteasome (prosome, macropain) 26S subunit, ATPase, 2 [Source:HGNC Symbol;Acc:9548]",0.548821516,1.61723,ZERO,0.252668623,
CLP,ENST00000413971,ENSG00000077097,nonsense_mediated_decay,TOP2B-005,topoisomerase (DNA) II beta 180kDa [Source:HGNC Symbol;Acc:11990],0.607228893,0.694937,ZERO,0.284995344,
CLP,ENST00000349014,ENSG00000101126,protein_coding,ADNP-003,activity-dependent neuroprotector homeobox [Source:HGNC Symbol;Acc:15766],0.547320296,1.52169,ZERO,0.259213837,
CLP,ENST00000582501,ENSG00000256525,processed_transcript,POLG2-008,"polymerase (DNA directed), gamma 2, accessory subunit [Source:HGNC Symbol;Acc:9180]",0.536423721,2.00064,ZERO,0.25544899,
CLP,ENST00000544314,ENSG00000089053,protein_coding,ANAPC5-203,anaphase promoting complex subunit 5 [Source:HGNC Symbol;Acc:15713],0.5059655,0.701967,ZERO,0.241542685,
CLP,ENST00000409791,ENSG00000005448,protein_coding,WDR54-005,WD repeat domain 54 [Source:HGNC Symbol;Acc:25770],0.51298794,1.40982,ZERO,0.254121114,
CLP,ENST00000361946,ENSG00000198839,nonsense_mediated_decay,ZNF277-002,zinc finger protein 277 [Source:HGNC Symbol;Acc:13070],0.591469919,0.773874,ZERO,0.293929133,
CLP,ENST00000269701,ENSG00000105127,protein_coding,AKAP8-008,A kinase (PRKA) anchor protein 8 [Source:HGNC Symbol;Acc:378],0.566404661,0.787155,ZERO,0.2878749,
CLP,ENST00000379888,ENSG00000134453,protein_coding,RBM17-003,RNA binding motif protein 17 [Source:HGNC Symbol;Acc:16944],0.604205154,0.712954,ZERO,0.31571585,
CLP,ENST00000472642,ENSG00000106615,protein_coding,RHEB-003,Ras homolog enriched in brain [Source:HGNC Symbol;Acc:10011],0.581846357,0.930725,ZERO,0.305286928,
CLP,ENST00000288344,ENSG00000205581,nonsense_mediated_decay,HMGN1-004,high mobility group nucleosome binding domain 1 [Source:HGNC Symbol;Acc:4984],0.577501978,0.710398,ZERO,0.307808162,
CLP,ENST00000552861,ENSG00000120798,retained_intron,NR2C1-003,"nuclear receptor subfamily 2, group C, member 1 [Source:HGNC Symbol;Acc:7971]",0.542869323,1.22393,ZERO,0.293752508,
CLP,ENST00000581220,ENSG00000101782,retained_intron,RIOK3-005,RIO kinase 3 (yeast) [Source:HGNC Symbol;Acc:11451],0.525651735,1.7905,ZERO,0.284728616,
CLP,ENST00000380790,ENSG00000015153,protein_coding,YAF2-002,YY1 associated factor 2 [Source:HGNC Symbol;Acc:17363],0.523304528,1.225,ZERO,0.288006675,
CLP,ENST00000574818,ENSG00000141556,retained_intron,TBCD-020,tubulin folding cofactor D [Source:HGNC Symbol;Acc:11581],0.562619581,0.894801,ZERO,0.316489586,
CLP,ENST00000507637,ENSG00000113658,protein_coding,SMAD5-010,SMAD family member 5 [Source:HGNC Symbol;Acc:6771],0.504273781,1.15112,ZERO,0.284693355,
CLP,ENST00000529524,ENSG00000129084,retained_intron,PSMA1-018,"proteasome (prosome, macropain) subunit, alpha type, 1 [Source:HGNC Symbol;Acc:9530]",0.52418678,1.06071,ZERO,0.298813881,
CLP,ENST00000585421,ENSG00000035862,protein_coding,TIMP2-008,TIMP metallopeptidase inhibitor 2 [Source:HGNC Symbol;Acc:11821],0.520374755,1.16828,ZERO,0.308422771,
CLP,ENST00000447399,ENSG00000133789,protein_coding,SWAP70-002,SWAP switching B-cell complex 70kDa subunit [Source:HGNC Symbol;Acc:17070],0.533381073,0.935919,ZERO,0.326164616,
CLP,ENST00000328432,ENSG00000184203,protein_coding,PPP1R2-001,"protein phosphatase 1, regulatory (inhibitor) subunit 2 [Source:HGNC Symbol;Acc:9288]",0.509037621,0.73493,ZERO,0.316486957,
CLP,ENST00000545944,ENSG00000110200,protein_coding,ANAPC15-008,anaphase promoting complex subunit 15 [Source:HGNC Symbol;Acc:24531],0.52719837,0.931341,ZERO,0.327984615,
CLP,ENST00000472217,ENSG00000158773,retained_intron,USF1-005,upstream transcription factor 1 [Source:HGNC Symbol;Acc:12593],0.502005213,1.34407,ZERO,0.330780712,
CLP,ENST00000578112,ENSG00000073584,nonsense_mediated_decay,SMARCE1-011,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1 [Source:HGNC Symbol;Acc:11109]",0.52365578,0.792065,ZERO,0.349610789,
CLP,ENST00000369764,ENSG00000107960,protein_coding,OBFC1-002,oligonucleotide/oligosaccharide-binding fold containing 1 [Source:HGNC Symbol;Acc:26200],0.507792435,0.717942,ZERO,0.342074462,
